"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"error"	"qval_individual"	"model"	"N"	"N.not.zero"	"pval_joint"	"qval_joint"
"Feature18"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.265434598872305	0.279052600025074	0.341503284539946	NA	0.999068586141785	"prevalence"	100	17	0.56638207572832	0.997486081121345
"Feature18"	"Metadata_5"	"1"	"Metadata_51"	-0.532327310791343	0.53794755597075	0.322392931459431	NA	0.999068586141785	"prevalence"	100	17	0.540848660663856	0.997486081121345
"Feature19"	"Metadata_1"	"1"	"Metadata_11"	-0.00311761261055307	0.9894873195932	0.997486081121345	NA	0.999068586141785	"prevalence"	100	2	0.997486081121345	0.997486081121345
"Feature19"	"Metadata_2"	"1"	"Metadata_21"	0.00502089945081553	0.966826135836759	0.99585646271038	NA	0.999068586141785	"prevalence"	100	2	0.99585646271038	0.997486081121345
"Feature19"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.0196140694305365	0.503184795846786	0.968906451291522	NA	0.999068586141785	"prevalence"	100	2	0.968906451291522	0.997486081121345
"Feature19"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.0781796049724634	0.494578033254799	0.874399002702858	NA	0.999068586141785	"prevalence"	100	2	0.874399002702858	0.997486081121345
"Feature19"	"Metadata_5"	"1"	"Metadata_51"	0.00959229294379325	0.978642918090634	0.992179558289899	NA	0.999068586141785	"prevalence"	100	2	0.992179558289899	0.997486081121345
"Feature20"	"Metadata_1"	"1"	"Metadata_11"	0.139619750807017	0.482985513990332	0.772522854159523	NA	0.999068586141785	"prevalence"	100	21	0.918159808423701	0.997486081121345
"Feature20"	"Metadata_2"	"1"	"Metadata_21"	-0.330371580876079	0.475434316637654	0.487128157104451	NA	0.999068586141785	"prevalence"	100	21	0.736962472764923	0.997486081121345
"Feature20"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.153826055160433	0.24889506016625	0.536551746637924	NA	0.999068586141785	"prevalence"	100	21	0.785215716455641	0.997486081121345
"Feature20"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.233363854321909	0.244928027230078	0.340698800889199	NA	0.999068586141785	"prevalence"	100	21	0.56532192885106	0.997486081121345
"Feature21"	"Metadata_1"	"1"	"Metadata_11"	-0.0459957898102502	0.432888066547737	0.915381375251736	NA	0.999068586141785	"prevalence"	100	31	0.715650164271888	0.997486081121345
"Feature21"	"Metadata_2"	"1"	"Metadata_21"	0.0965804608151034	0.423458144562979	0.819587486183916	NA	0.999068586141785	"prevalence"	100	31	0.962364024924662	0.997486081121345
"Feature21"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.203662443422221	0.226050818754559	0.367610298658354	NA	0.999068586141785	"prevalence"	100	31	0.600083265637024	0.997486081121345
"Feature21"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.217861725192777	0.218449673642806	0.318614769497512	NA	0.999068586141785	"prevalence"	100	31	0.274547640667783	0.997486081121345
"Feature21"	"Metadata_5"	"1"	"Metadata_51"	0.0912405425395938	0.428823870016166	0.831506932516695	NA	0.999068586141785	"prevalence"	100	31	0.500692381055095	0.997486081121345
"Feature22"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.0314748947279783	0.34890737070585	0.928120427119706	NA	0.999068586141785	"prevalence"	100	14	0.928120427119706	0.997486081121345
"Feature23"	"Metadata_1"	"1"	"Metadata_11"	0.0919668151937152	0.558554953913111	0.869218428229946	NA	0.999068586141785	"prevalence"	100	20	0.869218428229946	0.997486081121345
"Feature23"	"Metadata_2"	"1"	"Metadata_21"	0.145462363391682	0.549892388791947	0.791372490227433	NA	0.999068586141785	"prevalence"	100	20	0.791372490227433	0.997486081121345
"Feature23"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.0128336006734416	0.261338061737954	0.960833803939423	NA	0.999068586141785	"prevalence"	100	20	0.960833803939423	0.997486081121345
"Feature23"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.18365097240289	0.2984226719669	0.538286918609031	NA	0.999068586141785	"prevalence"	100	20	0.538286918609031	0.997486081121345
"Feature24"	"Metadata_1"	"1"	"Metadata_11"	0.782509316492175	0.602684809091751	0.19415940169458	NA	0.978790387847326	"prevalence"	100	13	0.350620930122762	0.997486081121345
"Feature24"	"Metadata_2"	"1"	"Metadata_21"	-0.195689413519642	0.575784927762766	0.733957843391346	NA	0.999068586141785	"prevalence"	100	13	0.383560851842912	0.997486081121345
"Feature24"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.438792594418381	0.312537707892045	0.160328708670883	NA	0.976716666600999	"prevalence"	100	13	0.294952122517693	0.997486081121345
"Feature24"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.135277033556394	0.305735350180778	0.65815312625726	NA	0.999068586141785	"prevalence"	100	13	0.604046568424038	0.997486081121345
"Feature26"	"Metadata_1"	"1"	"Metadata_11"	-0.0634813943696073	0.566164760332556	0.910724056338476	NA	0.999068586141785	"prevalence"	100	22	0.992029805883344	0.997486081121345
"Feature26"	"Metadata_2"	"1"	"Metadata_21"	0.421103238948565	0.559525179878205	0.451685388141698	NA	0.999068586141785	"prevalence"	100	22	0.69935108642268	0.997486081121345
"Feature26"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.268741237428092	0.273079542650801	0.325059758632733	NA	0.999068586141785	"prevalence"	100	22	0.544455670583095	0.997486081121345
"Feature26"	"Metadata_5"	"1"	"Metadata_51"	-0.382703709813952	0.557762645601673	0.492624322524114	NA	0.999068586141785	"prevalence"	100	22	0.742569921905885	0.997486081121345
"Feature27"	"Metadata_1"	"1"	"Metadata_11"	0.794649130591443	0.733854781575516	0.278878347181784	NA	0.999068586141785	"prevalence"	100	7	0.479983561836724	0.997486081121345
"Feature27"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.177069343235113	0.362892712722927	0.625593369405758	NA	0.999068586141785	"prevalence"	100	7	0.859819674967067	0.997486081121345
"Feature27"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.244253124395576	0.386863769138403	0.527800407050752	NA	0.999068586141785	"prevalence"	100	7	0.777027544418565	0.997486081121345
"Feature27"	"Metadata_5"	"1"	"Metadata_51"	-0.132841963784985	0.706688337912434	0.850893782496455	NA	0.999068586141785	"prevalence"	100	7	0.977767335901786	0.997486081121345
"Feature28"	"Metadata_1"	"1"	"Metadata_11"	0.0583187777881393	0.57805995762946	0.919640104114279	NA	0.999068586141785	"prevalence"	100	16	0.919640104114279	0.997486081121345
"Feature28"	"Metadata_2"	"1"	"Metadata_21"	-0.459809621370827	0.575728549996393	0.424489341891095	NA	0.999068586141785	"prevalence"	100	16	0.424489341891095	0.997486081121345
"Feature28"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.147848554377083	0.317901027296021	0.641876094698324	NA	0.999068586141785	"prevalence"	100	16	0.641876094698324	0.997486081121345
"Feature28"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.161016282240245	0.28580954701377	0.573183538136912	NA	0.999068586141785	"prevalence"	100	16	0.573183538136912	0.997486081121345
"Feature29"	"Metadata_1"	"1"	"Metadata_11"	-0.310785153410364	0.782764058033256	0.691341250070769	NA	0.999068586141785	"prevalence"	100	5	0.691341250070769	0.997486081121345
"Feature29"	"Metadata_2"	"1"	"Metadata_21"	-0.264296888216209	0.769391999398634	0.731211844695409	NA	0.999068586141785	"prevalence"	100	5	0.731211844695409	0.997486081121345
"Feature29"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.0542862385020271	0.39804654110306	0.891519590333226	NA	0.999068586141785	"prevalence"	100	5	0.891519590333226	0.997486081121345
"Feature29"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.0135603844854073	0.396318215107955	0.97270498745925	NA	0.999068586141785	"prevalence"	100	5	0.97270498745925	0.997486081121345
"Feature29"	"Metadata_5"	"1"	"Metadata_51"	-0.333783012883231	0.778224388802791	0.667993594477096	NA	0.999068586141785	"prevalence"	100	5	0.667993594477096	0.997486081121345
"Feature3"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.316355693564857	0.291058930524089	0.277075323952436	NA	0.999068586141785	"prevalence"	100	40	0.477379912761525	0.997486081121345
"Feature3"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.0305642002172512	0.331242162729473	0.926482357840297	NA	0.999068586141785	"prevalence"	100	40	0.830929865107104	0.997486081121345
"Feature3"	"Metadata_5"	"1"	"Metadata_51"	0.820309371087416	0.673267991004484	0.223072202084611	NA	0.999068586141785	"prevalence"	100	40	0.396383196826345	0.997486081121345
"Feature30"	"Metadata_1"	"1"	"Metadata_11"	0.408919039842765	0.41448906819931	0.323857553800611	NA	0.999068586141785	"prevalence"	100	58	0.542831392447507	0.997486081121345
"Feature30"	"Metadata_2"	"1"	"Metadata_21"	-0.0234718452537028	0.403151462809844	0.953572664763181	NA	0.999068586141785	"prevalence"	100	58	0.991661529676521	0.997486081121345
"Feature30"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.19509403079953	0.207790967370941	0.347784334137665	NA	0.999068586141785	"prevalence"	100	58	0.574614725203751	0.997486081121345
"Feature30"	"Metadata_5"	"1"	"Metadata_51"	0.0514173608581054	0.408862364510703	0.899924171132811	NA	0.999068586141785	"prevalence"	100	58	0.805185141819082	0.997486081121345
"Feature31"	"Metadata_1"	"1"	"Metadata_11"	-0.668397517841158	1.17198771950322	0.56846676437407	NA	0.999068586141785	"prevalence"	100	1	0.56846676437407	0.997486081121345
"Feature31"	"Metadata_2"	"1"	"Metadata_21"	-0.593356611240386	1.15271820510857	0.606730811838826	NA	0.999068586141785	"prevalence"	100	1	0.606730811838826	0.997486081121345
"Feature31"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.480507214571664	0.554837609399206	0.386472524585623	NA	0.999068586141785	"prevalence"	100	1	0.386472524585623	0.997486081121345
"Feature31"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.0934831117525349	0.546452345144062	0.864166553237658	NA	0.999068586141785	"prevalence"	100	1	0.864166553237658	0.997486081121345
"Feature31"	"Metadata_5"	"1"	"Metadata_51"	0.65459347706433	1.1680170098981	0.575185178666721	NA	0.999068586141785	"prevalence"	100	1	0.575185178666721	0.997486081121345
"Feature32"	"Metadata_1"	"1"	"Metadata_11"	-0.610340822098847	1.16133058485552	0.599198790201651	NA	0.999068586141785	"prevalence"	100	1	0.599198790201651	0.997486081121345
"Feature32"	"Metadata_2"	"1"	"Metadata_21"	-0.529866935465492	1.14718897363387	0.644165318948617	NA	0.999068586141785	"prevalence"	100	1	0.644165318948617	0.997486081121345
"Feature32"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.21747447917711	0.60200271123947	0.717911326245525	NA	0.999068586141785	"prevalence"	100	1	0.717911326245525	0.997486081121345
"Feature32"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.32460927333888	0.571116783644635	0.569779445227483	NA	0.999068586141785	"prevalence"	100	1	0.569779445227483	0.997486081121345
"Feature32"	"Metadata_5"	"1"	"Metadata_51"	-0.652555713288785	1.14652237935528	0.569246950212521	NA	0.999068586141785	"prevalence"	100	1	0.569246950212521	0.997486081121345
"Feature33"	"Metadata_1"	"1"	"Metadata_11"	-0.228374861870414	0.612231410895561	0.709133192796623	NA	0.999068586141785	"prevalence"	100	88	0.915396500467313	0.997486081121345
"Feature33"	"Metadata_2"	"1"	"Metadata_21"	-0.0147070593514599	0.592069531076071	0.98018251518254	NA	0.999068586141785	"prevalence"	100	88	0.396884489180713	0.997486081121345
"Feature33"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.425758917442801	0.307957102569272	0.166810037441968	NA	0.976716666600999	"prevalence"	100	88	0.305794486292546	0.997486081121345
"Feature33"	"Metadata_5"	"1"	"Metadata_51"	-0.50486469657483	0.614876144746257	0.411598671151202	NA	0.999068586141785	"prevalence"	100	88	0.651631410777411	0.997486081121345
"Feature34"	"Metadata_1"	"1"	"Metadata_11"	0.0995479107305973	0.404677269349633	0.805687392587321	NA	0.999068586141785	"prevalence"	100	47	0.254794488387639	0.997486081121345
"Feature34"	"Metadata_2"	"1"	"Metadata_21"	-0.227017329258534	0.395370749285241	0.565840264558232	NA	0.999068586141785	"prevalence"	100	47	0.811505324121134	0.997486081121345
"Feature34"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.146294638104048	0.205913618491578	0.477415167978894	NA	0.999068586141785	"prevalence"	100	47	0.68276351855253	0.997486081121345
"Feature34"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.202281354329721	0.204739509969169	0.323155713674692	NA	0.999068586141785	"prevalence"	100	47	0.541881812068784	0.997486081121345
"Feature35"	"Metadata_1"	"1"	"Metadata_11"	-0.0616261116289381	0.4081684163938	0.879989861337892	NA	0.999068586141785	"prevalence"	100	49	0.969474765593182	0.997486081121345
"Feature35"	"Metadata_2"	"1"	"Metadata_21"	0.23619162944322	0.398806960144233	0.553686201851937	NA	0.999068586141785	"prevalence"	100	49	0.80080399358265	0.997486081121345
"Feature35"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.298013233428245	0.210197455850051	0.156255721305457	NA	0.976716666600999	"prevalence"	100	49	0.288095592170226	0.997486081121345
"Feature35"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.0237869783955134	0.205136316178403	0.907686672707015	NA	0.999068586141785	"prevalence"	100	49	0.967469593296452	0.997486081121345
"Feature35"	"Metadata_5"	"1"	"Metadata_51"	-0.4563297928828	0.405421170388368	0.260347691281425	NA	0.999068586141785	"prevalence"	100	49	0.452914462207281	0.997486081121345
"Feature36"	"Metadata_1"	"1"	"Metadata_11"	0.275638917037382	0.782431148816788	0.724624383167863	NA	0.999068586141785	"prevalence"	100	5	0.724624383167863	0.997486081121345
"Feature36"	"Metadata_2"	"1"	"Metadata_21"	-0.298553857549675	0.76832380382592	0.697588218060414	NA	0.999068586141785	"prevalence"	100	5	0.697588218060414	0.997486081121345
"Feature36"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.0538662990997369	0.389404980701429	0.88997980331699	NA	0.999068586141785	"prevalence"	100	5	0.88997980331699	0.997486081121345
"Feature36"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.149379794953988	0.394335916173195	0.704826312014973	NA	0.999068586141785	"prevalence"	100	5	0.704826312014973	0.997486081121345
"Feature36"	"Metadata_5"	"1"	"Metadata_51"	-0.230413099993069	0.773140611898854	0.765686186440472	NA	0.999068586141785	"prevalence"	100	5	0.765686186440472	0.997486081121345
"Feature37"	"Metadata_1"	"1"	"Metadata_11"	0.595418124051959	0.430250219298792	0.166392745611337	NA	0.976716666600999	"prevalence"	100	62	0.305098945430594	0.997486081121345
"Feature37"	"Metadata_2"	"1"	"Metadata_21"	0.194738744847743	0.421817398118468	0.644320867026496	NA	0.999068586141785	"prevalence"	100	62	0.873492354367217	0.997486081121345
"Feature37"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.246602682623161	0.219258856934303	0.260711839071875	NA	0.999068586141785	"prevalence"	100	62	0.45345301511151	0.997486081121345
"Feature38"	"Metadata_1"	"1"	"Metadata_11"	0.393747426837909	0.810782316720901	0.627223215857994	NA	0.999068586141785	"prevalence"	100	5	0.627223215857994	0.997486081121345
"Feature38"	"Metadata_2"	"1"	"Metadata_21"	0.91993096232092	0.833238102061445	0.269574345521383	NA	0.999068586141785	"prevalence"	100	5	0.269574345521383	0.997486081121345
"Feature38"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.142033574832992	0.420219924643836	0.735364550150152	NA	0.999068586141785	"prevalence"	100	5	0.735364550150152	0.997486081121345
"Feature38"	"Metadata_5"	"1"	"Metadata_51"	-0.28535972897643	0.814311959184488	0.726015656679244	NA	0.999068586141785	"prevalence"	100	5	0.726015656679244	0.997486081121345
"Feature39"	"Metadata_2"	"1"	"Metadata_21"	-0.471357291665393	0.647678182070647	0.466757661514757	NA	0.999068586141785	"prevalence"	100	27	0.53661012653746	0.997486081121345
"Feature39"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.448646435227845	0.329620673960293	0.173482342837895	NA	0.978574658786416	"prevalence"	100	27	0.316868562399264	0.997486081121345
"Feature39"	"Metadata_5"	"1"	"Metadata_51"	-0.515790175993809	0.649903710170182	0.427404505487337	NA	0.999068586141785	"prevalence"	100	27	0.672134399663799	0.997486081121345
"Feature4"	"Metadata_1"	"1"	"Metadata_11"	0.653090743757902	1.17388436123672	0.577971508114762	NA	0.999068586141785	"prevalence"	100	1	0.577971508114762	0.997486081121345
"Feature4"	"Metadata_2"	"1"	"Metadata_21"	0.591641949535243	1.13894485538005	0.603436538279261	NA	0.999068586141785	"prevalence"	100	1	0.603436538279261	0.997486081121345
"Feature4"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.0577919773741168	0.579742162663047	0.920593889245061	NA	0.999068586141785	"prevalence"	100	1	0.920593889245061	0.997486081121345
"Feature4"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.182395574982469	0.561416340506145	0.745268342843611	NA	0.999068586141785	"prevalence"	100	1	0.745268342843611	0.997486081121345
"Feature4"	"Metadata_5"	"1"	"Metadata_51"	0.753383726216615	1.15671298523412	0.514843609232916	NA	0.999068586141785	"prevalence"	100	1	0.514843609232916	0.997486081121345
"Feature40"	"Metadata_2"	"1"	"Metadata_21"	-0.456164512232722	0.432232275109434	0.291256628575843	NA	0.999068586141785	"prevalence"	100	71	0.398891941358356	0.997486081121345
"Feature40"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.0127092983810002	0.22311208641546	0.954574081292761	NA	0.999068586141785	"prevalence"	100	71	0.898916528611284	0.997486081121345
"Feature40"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.0981613919689621	0.220983080126164	0.656895676828696	NA	0.999068586141785	"prevalence"	100	71	0.882279423421162	0.997486081121345
"Feature40"	"Metadata_5"	"1"	"Metadata_51"	0.0530679632929047	0.437370755990791	0.903426454652575	NA	0.999068586141785	"prevalence"	100	71	0.990673550339029	0.997486081121345
"Feature41"	"Metadata_1"	"1"	"Metadata_11"	-0.63610880863544	1.16780221990913	0.585955777250611	NA	0.999068586141785	"prevalence"	100	1	0.585955777250611	0.997486081121345
"Feature41"	"Metadata_2"	"1"	"Metadata_21"	-0.620694231170901	1.15403909999917	0.590684019191093	NA	0.999068586141785	"prevalence"	100	1	0.590684019191093	0.997486081121345
"Feature41"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.410599184168335	0.557553044728349	0.461468621572106	NA	0.999068586141785	"prevalence"	100	1	0.461468621572106	0.997486081121345
"Feature41"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.163896161824368	0.552045588379627	0.766551393978087	NA	0.999068586141785	"prevalence"	100	1	0.766551393978087	0.997486081121345
"Feature41"	"Metadata_5"	"1"	"Metadata_51"	0.633763237788933	1.16513021768807	0.586481399374124	NA	0.999068586141785	"prevalence"	100	1	0.586481399374124	0.997486081121345
"Feature42"	"Metadata_1"	"1"	"Metadata_11"	0.336509899357699	0.596875201414944	0.572899761315564	NA	0.999068586141785	"prevalence"	100	12	0.817585386115697	0.997486081121345
"Feature42"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.0798784445236976	0.297595907170777	0.788381862551234	NA	0.999068586141785	"prevalence"	100	12	0.845346589563056	0.997486081121345
"Feature42"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.027031659815481	0.291449277069661	0.926102884377548	NA	0.999068586141785	"prevalence"	100	12	0.994539216302682	0.997486081121345
"Feature42"	"Metadata_5"	"1"	"Metadata_51"	0.38361967044572	0.588585881074664	0.514552790451112	NA	0.999068586141785	"prevalence"	100	12	0.764341006741198	0.997486081121345
"Feature43"	"Metadata_1"	"1"	"Metadata_11"	-0.487345722702051	0.576398560761404	0.397831016581598	NA	0.999068586141785	"prevalence"	100	14	0.637392515408848	0.997486081121345
"Feature43"	"Metadata_2"	"1"	"Metadata_21"	0.395324623951769	0.56298640326957	0.48255935041131	NA	0.999068586141785	"prevalence"	100	14	0.458123911210601	0.997486081121345
"Feature43"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.239214022407611	0.297646303102909	0.421578621661212	NA	0.999068586141785	"prevalence"	100	14	0.665428709080657	0.997486081121345
"Feature43"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.0180271126411962	0.293405213379399	0.95100799279946	NA	0.999068586141785	"prevalence"	100	14	0.493293086433877	0.997486081121345
"Feature44"	"Metadata_2"	"1"	"Metadata_21"	-0.444257104845071	0.574362799352137	0.439239424831743	NA	0.999068586141785	"prevalence"	100	13	0.648848100108298	0.997486081121345
"Feature44"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.433040229303744	0.31291875111557	0.16639693592984	NA	0.976716666600999	"prevalence"	100	13	0.305105931572841	0.997486081121345
"Feature44"	"Metadata_5"	"1"	"Metadata_51"	-0.745609856199553	0.598245137211879	0.212643885304539	NA	0.999068586141785	"prevalence"	100	13	0.380070348651668	0.997486081121345
"Feature45"	"Metadata_2"	"1"	"Metadata_21"	0.40523435970695	0.52781213455631	0.442628301899783	NA	0.999068586141785	"prevalence"	100	47	0.689336790156881	0.997486081121345
"Feature45"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.339567809508323	0.261949155647664	0.194868047984464	NA	0.978790387847326	"prevalence"	100	47	0.351762539843652	0.997486081121345
"Feature45"	"Metadata_5"	"1"	"Metadata_51"	0.0820798051431007	0.533915755490005	0.877821246966286	NA	0.999068586141785	"prevalence"	100	47	0.784449885394015	0.997486081121345
"Feature46"	"Metadata_1"	"1"	"Metadata_11"	-0.0591126990638894	0.79757319468101	0.940918319395474	NA	0.999068586141785	"prevalence"	100	5	0.940918319395474	0.997486081121345
"Feature46"	"Metadata_2"	"1"	"Metadata_21"	0.265836297409323	0.788021739493692	0.735855784911854	NA	0.999068586141785	"prevalence"	100	5	0.735855784911854	0.997486081121345
"Feature46"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.0596661996469817	0.433736566710351	0.890585623653044	NA	0.999068586141785	"prevalence"	100	5	0.890585623653044	0.997486081121345
"Feature46"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.0992826929686126	0.3961793876978	0.802123111583539	NA	0.999068586141785	"prevalence"	100	5	0.802123111583539	0.997486081121345
"Feature47"	"Metadata_1"	"1"	"Metadata_11"	0.113658166596583	0.428319258468614	0.790733283527676	NA	0.999068586141785	"prevalence"	100	34	0.861496543038243	0.997486081121345
"Feature47"	"Metadata_2"	"1"	"Metadata_21"	0.481301096461937	0.418447978230606	0.250059309922427	NA	0.999068586141785	"prevalence"	100	34	0.437588961365973	0.997486081121345
"Feature47"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.222927012595056	0.224986742024374	0.321761219568414	NA	0.999068586141785	"prevalence"	100	34	0.44338123644958	0.997486081121345
"Feature47"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.0565533042143976	0.21499142075658	0.792512718904039	NA	0.999068586141785	"prevalence"	100	34	0.956949028183405	0.997486081121345
"Feature47"	"Metadata_5"	"1"	"Metadata_51"	0.302882529577811	0.424969118586434	0.476021165204192	NA	0.999068586141785	"prevalence"	100	34	0.725446180686028	0.997486081121345
"Feature48"	"Metadata_1"	"1"	"Metadata_11"	-0.115121469834175	0.483617061851769	0.811848042375723	NA	0.999068586141785	"prevalence"	100	21	0.86309541044244	0.997486081121345
"Feature48"	"Metadata_2"	"1"	"Metadata_21"	-0.091750925722559	0.473737922399386	0.846430808627888	NA	0.999068586141785	"prevalence"	100	21	0.807856029718077	0.997486081121345
"Feature48"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.155989402798871	0.245260093418009	0.524765836124483	NA	0.999068586141785	"prevalence"	100	21	0.696611667007711	0.997486081121345
"Feature49"	"Metadata_2"	"1"	"Metadata_21"	0.190917787429227	0.575373442291603	0.740028630665189	NA	0.999068586141785	"prevalence"	100	21	0.736535107120478	0.997486081121345
"Feature49"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.16373123743578	0.316443720377148	0.604869777377495	NA	0.999068586141785	"prevalence"	100	21	0.843872107170289	0.997486081121345
"Feature5"	"Metadata_2"	"1"	"Metadata_21"	0.503457316711829	0.608272787945301	0.407849797001753	NA	0.999068586141785	"prevalence"	100	11	0.538981198642298	0.997486081121345
"Feature5"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.383736612698914	0.334160044703249	0.250819258421684	NA	0.999068586141785	"prevalence"	100	11	0.438728216448164	0.997486081121345
"Feature5"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.15950889540035	0.315316325827649	0.612948301993397	NA	0.999068586141785	"prevalence"	100	11	0.850190983070206	0.997486081121345
"Feature51"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.198565740748829	0.223434223635547	0.37416494172086	NA	0.999068586141785	"prevalence"	100	57	0.608330479828746	0.997486081121345
"Feature51"	"Metadata_5"	"1"	"Metadata_51"	-0.032439607303981	0.43843953017047	0.941019310579442	NA	0.999068586141785	"prevalence"	100	57	0.535516772213918	0.997486081121345
"Feature52"	"Metadata_1"	"1"	"Metadata_11"	1.06777289188616	1.09629691876301	0.33006573649413	NA	0.999068586141785	"prevalence"	100	2	0.33006573649413	0.997486081121345
"Feature52"	"Metadata_2"	"1"	"Metadata_21"	-1.03925000411754	1.09350520608631	0.341917100091266	NA	0.999068586141785	"prevalence"	100	2	0.341917100091266	0.997486081121345
"Feature52"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.67139402497784	0.59268078565527	0.257294544236122	NA	0.999068586141785	"prevalence"	100	2	0.257294544236122	0.997486081121345
"Feature52"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.00891571446064477	0.560933607446003	0.987318621477253	NA	0.999068586141785	"prevalence"	100	2	0.987318621477253	0.997486081121345
"Feature52"	"Metadata_5"	"1"	"Metadata_51"	-0.903704977088496	1.09184935345537	0.407850138051603	NA	0.999068586141785	"prevalence"	100	2	0.407850138051603	0.997486081121345
"Feature53"	"Metadata_1"	"1"	"Metadata_11"	-0.63610880863544	1.16780221990913	0.585955777250611	NA	0.999068586141785	"prevalence"	100	1	0.585955777250611	0.997486081121345
"Feature53"	"Metadata_2"	"1"	"Metadata_21"	-0.620694231170901	1.15403909999917	0.590684019191093	NA	0.999068586141785	"prevalence"	100	1	0.590684019191093	0.997486081121345
"Feature53"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.410599184168335	0.557553044728349	0.461468621572106	NA	0.999068586141785	"prevalence"	100	1	0.461468621572106	0.997486081121345
"Feature53"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.163896161824368	0.552045588379627	0.766551393978087	NA	0.999068586141785	"prevalence"	100	1	0.766551393978087	0.997486081121345
"Feature53"	"Metadata_5"	"1"	"Metadata_51"	0.633763237788933	1.16513021768807	0.586481399374124	NA	0.999068586141785	"prevalence"	100	1	0.586481399374124	0.997486081121345
"Feature54"	"Metadata_1"	"1"	"Metadata_11"	0.347235694691355	0.810492202187907	0.668341212012965	NA	0.999068586141785	"prevalence"	100	5	0.668341212012965	0.997486081121345
"Feature54"	"Metadata_2"	"1"	"Metadata_21"	0.903483981683379	0.829630766469889	0.276145340211565	NA	0.999068586141785	"prevalence"	100	5	0.276145340211565	0.997486081121345
"Feature54"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.199577275041799	0.416976820876699	0.632202453661094	NA	0.999068586141785	"prevalence"	100	5	0.632202453661094	0.997486081121345
"Feature54"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.317060168857514	0.419505931630785	0.449772567769024	NA	0.999068586141785	"prevalence"	100	5	0.449772567769024	0.997486081121345
