feature	Phocaeicola_vulgatus	Faecalibacterium_prausnitzii	Bacteroides_uniformis	Prevotella_copri_clade_A	Bacteroides_stercoris	Phocaeicola_dorei	Bacteroides_ovatus	Bacteroides_fragilis	Eubacterium_rectale	Alistipes_putredinis	Bacteroides_caccae	Parabacteroides_distasonis	Bacteroides_xylanisolvens	Roseburia_faecis	Bacteroides_thetaiotaomicron	Roseburia_intestinalis	Phocaeicola_massiliensis	Alistipes_onderdonkii	Parabacteroides_merdae	Akkermansia_muciniphila	Escherichia_coli	Bacteroides_eggerthii	Sutterella_wadsworthensis	Dialister_invisus	Bacteroides_faecis	Bacteroides_cellulosilyticus	Lachnospira_eligens	Faecalibacterium_SGB15346	Eubacterium_siraeum	Barnesiella_intestinihominis	Alistipes_finegoldii	Phascolarctobacterium_faecium	Prevotella_sp_885	Flavonifractor_plautii	Lachnospira_pectinoschiza	Veillonella_parvula	Enterocloster_bolteae	Dysosmobacter_welbionis	Candidatus_Cibionibacter_quicibialis	Firmicutes_bacterium_AF16_15	Ruminococcus_bicirculans	Clostridium_sp_AF34_10BH	Odoribacter_splanchnicus	Alistipes_shahii	Ruminococcus_bromii	Bacteroides_finegoldii	Anaerostipes_hadrus	Prevotella_copri_clade_B	Roseburia_inulinivorans	Prevotella_marseillensis	Bacteroides_caecigallinarum	Phocaeicola_coprocola	Fusicatenibacter_saccharivorans	Ruminococcus_gnavus	Dysosmobacter_sp_BX15	Faecalibacterium_SGB15315	Alistipes_SGB2313	Ruminococcus_torques	Waltera_intestinalis	Blautia_wexlerae	Phocaeicola_plebeius	Ruminococcus_sp_BSD2780120874_150323_B10	Oscillibacter_sp_ER4	Parasutterella_excrementihominis	Acidaminococcus_intestini	Veillonella_dispar	Klebsiella_pneumoniae	GGB3746_SGB5089	GGB1266_SGB1699	Dorea_longicatena	GGB1543_SGB2126	Coprococcus_eutactus	Paraprevotella_clara	Prevotella_copri_clade_E	GGB3278_SGB4328	Roseburia_hominis	Prevotella_copri_clade_C	GGB1680_SGB2312	Bacteroides_ilei	GGB3277_SGB4327	Clostridium_sp_AF36_4	Clostridium_fessum	Lacrimispora_amygdalina	Akkermansia_sp_KLE1798	Bifidobacterium_longum	Clostridiales_bacterium	Clostridiaceae_bacterium	Clostridium_sp_AM22_11AC	GGB9708_SGB15234	Bifidobacterium_adolescentis	Alistipes_dispar	Enterocloster_clostridioformis	Eisenbergiella_massiliensis	Eubacterium_ventriosum	Lachnospira_sp_NSJ_43	Prevotella_stercorea	GGB9342_SGB14306	Hungatella_hathewayi	GGB781_SGB1024	Blautia_obeum	Haemophilus_parainfluenzae	Blautia_faecis	Bilophila_wadsworthia	Clostridium_leptum	Parasutterella_SGB9260	Clostridium_symbiosum	Ruthenibacterium_lactatiformans	Clostridium_sp_AF20_17LB	GGB9713_SGB15249	GGB51647_SGB4348	Roseburia_sp_AF02_12	GGB1549_SGB2133	Clostridium_sp_AT4	GGB6601_SGB9333	GGB4237_SGB5728	Phocaeicola_sartorii	Proteus_mirabilis	Clostridium_sp_1001270H_150608_G6	Alistipes_communis	Dysgonomonas_mossii	GGB33469_SGB15236	Vescimonas_coprocola	Rikenellaceae_bacterium	Prevotella_SGB48271	Bacteroides_salyersiae	Ruminococcus_lactaris	GGB3304_SGB4367	Bacteroides_intestinalis	Phascolarctobacterium_succinatutens	Bacteroides_mediterraneensis	Collinsella_aerofaciens	GGB33512_SGB15201	GGB3175_SGB4191	Clostridium_sp_AM49_4BH	Lactobacillus_acidophilus	GGB16040_SGB9347	Collinsella_SGB14861	Veillonella_rogosae	Butyrivibrio_crossotus	GGB9453_SGB14844	Lacrimispora_celerecrescens	Coprococcus_comes	Tyzzerella_nexilis	Oscillospiraceae_bacterium	Clostridiaceae_bacterium_Marseille_Q4149	GGB3267_SGB4317	GGB9480_SGB14874	GGB3478_SGB14857	Gemmiger_formicilis	GGB58485_SGB80143	GGB28645_SGB41268
MSM9VZIU	-1.32440371513537	-3.00655528423806	-14.675437591232	NA	NA	-15.9908425625381	NA	-4.86927009659937	NA	NA	NA	NA	NA	NA	-14.4240731785828	-3.38310726907156	NA	NA	NA	NA	NA	NA	NA	-5.91425799196181	-4.83883893943822	NA	-8.50454433804803	NA	NA	NA	NA	NA	NA	-5.24634379223789	NA	-14.3353185643399	-8.15785739948348	-4.20863565006899	NA	NA	-7.9805826414835	NA	NA	NA	NA	NA	-7.33061874666782	NA	NA	NA	NA	NA	NA	-10.0561983674793	NA	NA	NA	NA	NA	-7.22303147403421	NA	NA	NA	-4.8417974437622	NA	-16.1272617607646	NA	-5.26882472777274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.63020171612418	NA	NA	NA	NA	NA	-7.38601765325173	-7.17143175723429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.8963778785345	NA	-7.71143271034534	NA	-11.0567304981945	NA	NA	NA	-8.40950037749555	-12.1834876404804	-6.93507085672661	NA	NA	NA	NA	NA	NA	NA	-14.1302456192034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.95811321168428	-8.48692717996269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSM9VZIW	-1.27297369371956	-2.77893731560798	NA	NA	NA	-16.0587298133666	NA	-4.96799250826511	NA	NA	NA	NA	NA	NA	-14.1687309971568	-3.17431698739811	NA	NA	NA	NA	NA	NA	NA	-6.10609255544312	-3.69337726817522	NA	-8.9675673208406	NA	NA	NA	NA	NA	NA	-5.71413447601685	NA	NA	-8.98531079243641	-3.94197587801189	-10.6442291308533	NA	-8.87472036302002	NA	NA	NA	NA	NA	-7.68869980481218	NA	NA	NA	NA	NA	NA	-12.1276171160927	NA	NA	NA	NA	NA	-8.61473383157588	NA	NA	NA	-5.69791755838488	NA	NA	NA	-4.7983142779763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.82873797901177	NA	NA	NA	NA	NA	-8.12227882460924	-10.4927361984166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.03477749162207	NA	-12.9235702300849	NA	NA	NA	-10.0814498898666	NA	-6.42873722455679	NA	NA	NA	NA	NA	NA	NA	-16.4510472361454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.13629879282808	-9.33502824282019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSM9VZIY	NA	-1.77716311482034	-2.53787019043169	NA	NA	NA	-14.2807316710657	-3.57424102670078	-5.41491499241693	-3.21011798622955	NA	NA	-11.6299480474682	-7.39595948144192	NA	-8.0586733445756	NA	NA	NA	NA	NA	NA	NA	-4.63995421867358	NA	NA	-7.27741496819792	-6.87158725013705	NA	NA	NA	NA	NA	-8.1895322438341	NA	NA	-12.2227961059331	-7.52172063838874	-9.50712048011247	-8.13022592600717	-11.7209301680529	-9.63927198523225	-6.63738440539481	NA	NA	NA	-8.39388406147114	NA	-9.01822739840324	NA	NA	NA	-11.547962574887	-10.1571039368092	-8.08440248584874	NA	NA	-9.94095557484544	NA	-7.49790334406743	NA	NA	-4.76874942458003	-8.04022731340707	NA	NA	NA	NA	NA	-10.2901156968718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.4951062384259	-9.08624044424977	NA	NA	-9.26565790629221	-7.97127890404657	-6.26136011049718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.4233700799008	NA	-14.1712531942672	-7.73163005671011	-9.96300007416581	NA	NA	-11.421306433374	-11.5141409077902	NA	NA	NA	NA	NA	NA	NA	-2.94799635005308	NA	NA	NA	NA	NA	-14.2192064174902	NA	NA	NA	NA	-7.05273133844811	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.3163368737725	NA	NA	NA	-13.3591499573115	-13.7569094651585	NA	NA	-9.7962137629203	NA	NA	NA	-11.6044380402563	NA	NA
MSM9VZJ3	NA	-5.88084487575827	-1.17458305961432	NA	NA	-16.9384374719468	-11.7975749361068	-3.60362881629409	-5.18671640197154	-3.49683496774428	NA	NA	-14.2580554061468	-9.02255809311088	NA	-9.59607783840629	NA	NA	NA	NA	NA	NA	NA	-6.49484303933242	NA	NA	-13.6577856526378	-11.1238344663862	NA	NA	NA	NA	NA	-7.10747542150715	NA	NA	-12.0734577219911	-7.09705456866358	-9.40306238938982	-12.2587769340643	NA	-10.6165093770593	-6.73206486781787	NA	NA	NA	-10.0428427712292	NA	-7.68071722148466	NA	NA	NA	-12.6798412406744	-10.1367083892684	-10.3701402705087	NA	NA	-7.65787487219078	NA	-8.96799968569077	NA	NA	-5.94589851783344	-7.04070834824302	NA	NA	NA	NA	NA	-8.47334204870982	NA	NA	NA	NA	NA	-12.7210078867422	NA	NA	NA	NA	NA	-6.51545628105568	-10.5375580356645	NA	NA	-10.4554485725047	-9.00967237671538	-6.38042157075768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.4441203356655	NA	-11.8250959988707	-6.64793119061027	NA	NA	NA	-12.4916722651455	-13.0539146893666	NA	NA	NA	NA	NA	NA	NA	-2.19703598501555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.12096179717188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6185916892431	-11.9052968811062	NA	NA	NA	NA	NA	NA	-10.0630228411354	NA	NA
MSM9VZJB	-1.61868676904145	-4.4045733376638	-4.13932774480715	NA	-3.64517707765485	-14.392280646123	-2.84889956718241	-12.0151696359663	NA	NA	-4.89239362647392	-4.78473823683767	NA	NA	-7.6346383311292	-8.71073595875532	NA	-4.77027921739811	-5.89915968253023	-5.65487048251151	NA	NA	-7.17820665233682	NA	NA	-8.09277853028472	NA	-11.2520723501262	-7.25277622971578	-5.28979321999113	NA	-5.55305518395144	NA	-8.51745435800252	-7.89195952089662	NA	NA	-7.58847537329535	-8.3219504075413	-8.85276607957192	-7.59577957256174	-11.4500889996955	-7.10321356361712	NA	-7.80291296628184	NA	-9.7351179194671	NA	-8.27829958768187	NA	NA	NA	-9.04363369500122	-11.8606845680414	-7.84829106120948	NA	NA	-8.17974521799328	-8.23162278432889	-12.2962788262456	NA	NA	-12.9497936271143	NA	NA	NA	NA	NA	NA	-10.4823050133572	NA	NA	NA	NA	NA	-11.7118324031694	NA	NA	NA	NA	NA	-9.19323871206393	NA	NA	-10.2126454248799	-7.95956636586148	-8.86225917210203	NA	-4.55560050027411	NA	NA	NA	-12.2267743159477	NA	NA	NA	NA	NA	NA	-11.2051783253755	NA	-12.3048178048727	NA	-10.2265899341926	NA	NA	-11.9718761251926	NA	-5.75751121835773	NA	NA	NA	NA	NA	NA	-16.8936784302051	NA	NA	NA	NA	-9.60767581388066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.0005936341215	NA	NA	NA	-10.7513392604346	-15.2179504655607	NA	NA	-9.20327221947305	NA	-7.09256849737648	NA	NA	NA	NA
MSM9VZJF_P	-4.80289526108048	-2.71578958882888	-9.79409876978117	-3.85501665784483	-8.36943868572356	-10.3148589740306	-9.16061495403555	-9.25858498732919	-6.0130567365839	-11.5010355685068	-5.95819530070941	-7.99219230705072	NA	-4.37212568841666	-11.9098825196661	NA	-16.7774601912498	-11.6250935611918	-8.81923491985778	NA	-7.12262208639834	-11.9717683184148	-8.54778854620216	NA	NA	NA	-5.30284653836942	-5.12469471174943	-10.0238660061078	NA	NA	NA	-7.59983972360172	-8.98871555097005	NA	NA	-13.7316565016366	-6.67944933953565	NA	-13.7601129476859	NA	-7.91048044536679	-8.03316886307895	-11.2298193167343	NA	NA	-6.51591496926709	-7.13194701755712	-6.7291930627441	NA	NA	NA	-9.88577446725258	NA	-7.01958632663849	-6.30521155236695	NA	-5.23873930930041	-6.54647133481631	-10.6632140856108	NA	NA	-6.24692799473286	NA	NA	NA	NA	NA	-5.13817054460584	-4.13445503529639	NA	-3.57198961500111	-7.90570396411291	-8.63931227896022	NA	-4.63397925373019	-7.96497231705424	NA	NA	-5.15861588948311	-12.6872623822782	-8.01800149340032	-6.84217630448314	NA	-14.5717851648583	-9.10469269463635	-6.99639137298587	-7.89792634646348	NA	-7.44835106597284	NA	NA	NA	NA	NA	-5.45038749919941	NA	-11.1284938221023	-8.37561726065269	-14.4278757534595	NA	-8.69574053620249	NA	NA	NA	NA	-10.344985641999	-7.52365082187618	-10.4057889210612	-6.8583806236315	-4.58197883572719	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.14212238574782	NA	NA	NA	NA	NA	-4.1210173066511	NA	-5.69658894978714	NA	-8.19304316726617	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.8551395550716	-7.08954838400479	NA	NA	NA	NA	NA	NA	-10.5787379255	NA	NA
MSM9VZJJ_P	-1.74728540282534	-4.62590008803735	-2.24189973584674	NA	NA	-15.1815556501876	-6.41305242730125	NA	-7.77896304332348	NA	NA	-4.42094590897582	-4.01574559325356	-4.9617408012477	-5.65191342440977	NA	-3.50224337319239	NA	NA	NA	-5.34405436642176	NA	NA	-4.31599316521016	NA	NA	-10.6957667462076	NA	NA	-5.2024719914474	-8.07298920883198	NA	NA	-7.76153626524522	NA	-11.7978166637834	-8.99689933942374	-8.54141236589696	-9.09921420246194	-9.90121343562421	NA	-10.3791755435452	-7.56156406717542	-6.98581040472551	NA	NA	-9.40758897281661	NA	NA	NA	NA	NA	-9.05508958879156	-7.64021796419423	-10.545833888154	NA	NA	-7.19831018635407	NA	-9.7818080219333	NA	NA	-7.6423656891148	NA	NA	NA	NA	-7.49629319808809	NA	NA	NA	NA	NA	NA	NA	-11.0481400178677	NA	NA	NA	NA	NA	NA	-6.83645772518026	-15.6658241512893	-15.497701392481	NA	-6.9793039518413	NA	NA	NA	-11.6637993158117	-9.02651393209392	-12.3015665117157	NA	NA	NA	NA	-11.8509626941731	NA	-9.68225404947458	NA	-10.6658241512892	NA	-9.12814766575932	NA	-11.6082278499498	-12.7006884146448	NA	NA	NA	NA	NA	NA	NA	NA	-14.5528429466734	NA	NA	-10.3954631985502	NA	NA	-11.8765286397975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSM9VZJZ	-13.287234780369	-4.56329182687033	-4.58243439400215	NA	NA	-3.57412879444981	-5.19474516969045	NA	-5.23557078820166	-5.19018211642667	NA	-5.7584497345909	NA	-1.78565612376083	-16.2288180941437	NA	-5.2626445633347	-6.00790239981928	-6.86948685786655	NA	NA	-2.68038414538907	-6.42078604539675	NA	-5.61172238138388	NA	NA	NA	-11.931137545503	-7.39472332413361	-11.1359770731667	-3.80631525823774	NA	-11.6061851754564	NA	NA	-13.4051981177233	-9.35845337456024	-6.44787480291684	-7.43752597931495	-7.52606821531535	-7.210441263301	-6.65646373852123	-8.70668809357976	-8.79796733793766	-5.84058720594342	-16.576741397564	NA	-10.0090349416386	NA	NA	NA	-8.01793419290825	NA	NA	-13.6572761091848	NA	-11.6510296263102	NA	-8.96322165047716	NA	NA	NA	-13.138663656887	NA	NA	NA	-9.57617226463579	NA	-7.42614787437357	NA	NA	NA	NA	NA	-12.7725125764931	NA	NA	NA	NA	NA	-6.70055004754688	-9.67862101158317	NA	-7.51560889741495	-8.29302162208874	-8.46932615774263	-7.12667573639988	NA	-9.25190170725668	-7.87248840175735	NA	-13.7263177536145	-9.87378168744434	NA	NA	NA	NA	NA	-10.5543735845355	-16.2519017072568	-9.70426083274127	-8.30108715525326	-11.9694858174278	NA	NA	-10.5180663152296	-15.7222822403794	NA	NA	NA	NA	-10.5548220442969	NA	NA	-16.5622418278688	NA	NA	-11.5407621004584	NA	-11.9206957987813	-10.0612804754088	NA	NA	NA	NA	NA	NA	NA	NA	-10.3531784325196	NA	NA	NA	NA	NA	-10.3827307775973	NA	NA	-13.4478748029169	-12.063352740892	-10.1891156701099	NA	NA	NA	NA	-11.3173547687453	NA	NA	NA	NA
MSM9VZKC	-2.66129389921229	-2.41499591448052	-3.09732742023804	NA	NA	-15.6663760326546	-7.36110900480954	NA	-3.95947058756768	-3.98393315839393	-4.39394286347145	-6.27560518323189	-6.67221658464104	-6.62852319780541	-9.13548483753009	-10.6573872494273	NA	NA	-5.44358802852396	NA	-14.773291236571	NA	-7.59472980140642	NA	NA	-6.2963861696979	-8.06285565520599	NA	NA	-6.80456242189133	NA	-5.40668656423528	NA	-8.503222373933	-6.74419517803333	NA	NA	-7.53036633086317	-9.17351569148371	-8.07883958826953	-5.89170190859224	-7.78831635909003	-8.0938761004062	-6.35179602512195	NA	NA	-7.83667141630127	NA	-12.1758059022083	NA	NA	NA	-8.28400521394515	NA	-6.51693374007795	-11.9142391415071	-3.42330748336478	-7.41839428357472	NA	-10.2422217438451	NA	NA	NA	-10.4011963549892	NA	NA	NA	NA	NA	-11.5167450300995	NA	NA	NA	NA	NA	-17.7600351398691	NA	NA	NA	NA	-7.93985617745357	-9.07507275834662	-12.3321346763283	NA	-14.9327118015786	-6.38540646661507	-9.9081337788579	NA	NA	-18.030124303237	-10.8851662173108	NA	NA	-8.80427892905472	NA	NA	NA	NA	NA	NA	NA	-10.9656192735187	NA	-8.89728440002888	NA	NA	-11.4003391386592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.18107572287351	NA	NA	NA	-10.7520848762937	NA	NA	NA	NA	-11.3142632254454	NA	NA	-9.51813916295812	NA	NA	-8.17013283771963	NA	NA	-11.0434456817343	-11.2122001394687	-8.38224267494784	NA	NA	NA	NA	-6.0097366581815	NA	NA	NA	NA
MSM9VZKE	-1.66838067696426	-3.68589084686375	-2.84450831169137	NA	NA	-15.4375320701535	-5.83195600642647	NA	-5.66705213779758	-4.25508770208513	-5.7526920655182	-6.33943760334774	-6.29451767647105	-5.29035729286856	-7.42336613020983	-5.53946445102914	NA	NA	-4.9195595541663	NA	NA	NA	-7.52047820961249	NA	NA	-5.57741596283964	-9.07340779062615	NA	NA	-8.16021712227133	NA	-6.95171229762982	NA	-8.92336492610373	-6.33816556137387	NA	NA	-8.36107104941833	-9.6939578872217	-10.7724993215456	-7.82918526791592	-4.70635381635185	-7.67645354767314	-7.30663827583984	NA	NA	-9.55604837077431	NA	-8.6240851914006	NA	NA	NA	-8.36193252631198	NA	-7.43044500201558	-12.5329224157961	-3.84076381136695	-9.5917447708221	-12.4906327231881	-10.0047626036374	NA	NA	NA	-11.0200394642231	NA	NA	NA	-12.8605686911416	NA	-15.5661742215926	NA	NA	NA	NA	NA	-13.6768318271948	NA	NA	NA	NA	-8.56057875869899	-10.0250073720776	-10.4098094642459	NA	NA	-6.84698936214714	-10.3121614489374	-10.5471453156197	NA	NA	-10.2630559764799	NA	NA	-9.32702711331696	NA	NA	NA	NA	NA	NA	NA	-11.320609200556	NA	-12.1162878790669	NA	NA	-12.6879723848	NA	NA	NA	-11.3217918991119	NA	-12.4230752349491	NA	NA	-16.2638134955528	NA	-6.67176482006469	NA	NA	NA	-7.35286220021373	NA	NA	NA	-15.0553434504486	NA	NA	NA	NA	NA	NA	NA	-7.10546899985845	NA	NA	NA	NA	NA	NA	-10.2423785600484	-9.28336186188154	NA	NA	NA	NA	-7.23481633333414	NA	NA	NA	NA
MSM9VZKI	-1.78415533314178	-3.54123533296562	-2.45430321023639	NA	NA	-15.6685161509756	-6.9875178194485	NA	-4.9191137707753	-4.52813684102073	-6.63527370072314	-5.75390229060568	-5.74637453138135	-6.89063657340272	-6.81055214642103	-9.57538365034479	NA	NA	-5.38361305913136	-8.19535381647618	NA	NA	-7.28599251804407	NA	NA	-5.46108836896236	-7.54510142608022	NA	NA	-6.89980755494593	NA	-6.84450514191318	NA	-9.51832495450213	-8.7030472439606	NA	NA	-8.66292227751429	-9.87687285337468	-9.81598237787869	-6.10673263240013	-6.35588112829781	-8.34417572782893	-6.28613426214095	NA	NA	-8.50193459260765	NA	-7.43193988961362	NA	NA	NA	-8.22321856454158	NA	-7.68045235207705	-7.75651030780682	-4.02672348500517	-10.5748063644978	NA	-10.458210758131	NA	NA	NA	-12.8255647883667	NA	NA	NA	NA	NA	-13.2040764116205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.69686267082198	-8.19801840205336	-7.62418175694019	NA	-15.0043068992447	-7.42466584728789	-8.66230888675637	-8.8130519398387	NA	-14.7044357252306	-10.6540535360325	NA	NA	-4.94255862938239	NA	NA	NA	NA	NA	NA	NA	-12.193402910106	NA	-11.1107438352832	NA	NA	-14.3107718767443	NA	NA	NA	-10.0657615189493	NA	-11.6853667827279	NA	NA	-15.9458112499347	NA	-8.6260344693996	NA	NA	NA	-8.96860715598136	NA	NA	NA	-10.0067964512704	NA	NA	NA	NA	-12.6547854351135	NA	NA	-8.58860883419768	NA	NA	-9.80524384351751	NA	NA	-14.6724633354923	-10.3357886552357	-8.78313648895038	NA	NA	NA	NA	-10.6948697485405	NA	NA	NA	NA
MSM9VZL5	-2.82924529699604	-3.40594697076708	-3.3852421088765	NA	-4.02519793857725	-5.22043512685941	-5.92841640428523	NA	-4.25233999161944	-5.02095634873433	-6.87933484467225	NA	-8.37323173830527	NA	-7.48156127596219	-3.95743338668187	NA	-6.1516292674353	-5.30499147076973	NA	NA	-17.7035511034521	-7.22125852700566	-8.6741104880361	NA	NA	NA	-7.0713232865645	NA	-7.06354723917265	-10.5781663350353	NA	NA	-12.5788553560025	NA	NA	NA	-9.95089170218042	-11.3273533460363	-10.9988020732583	-6.0742349635989	-7.18616603976394	-7.63265496529127	-9.83250150607677	NA	-9.4481552821342	-10.9207348577076	NA	-7.87220866810331	NA	NA	NA	-9.77491758695567	NA	-9.10421677731433	-8.89091026999859	NA	-9.95953954869942	-14.2646668622186	-11.7738652929332	-1.93107557458255	NA	NA	NA	NA	NA	NA	-8.26471305580647	NA	-9.7997361901446	NA	NA	NA	NA	NA	-11.1394439653291	NA	NA	NA	NA	-9.41671101655761	-10.5542556023702	-9.58599457501964	NA	-11.0797102475844	-10.993280375951	-10.3583676562641	-11.6175033628945	NA	-12.3173532870529	NA	NA	NA	-11.0908054462171	NA	NA	NA	NA	NA	-12.8825212444971	NA	-11.746255554406	-9.06515541573076	-10.7113365773492	NA	NA	NA	-10.0051165212011	NA	NA	-11.1387664846682	NA	NA	NA	NA	-18.1079413585314	NA	-8.62128376477169	NA	NA	-9.94318228684309	-11.3261959492306	NA	NA	NA	NA	NA	NA	NA	NA	-15.7196707688151	NA	NA	-6.47660378638352	NA	NA	-11.2990717958715	NA	NA	NA	-14.3720369597352	NA	NA	NA	NA	NA	-14.8511082918657	NA	-13.3405358165212	NA	NA
MSM9VZL7	-4.57374218825715	-2.66282778458939	-4.16483619481259	NA	-6.796005185081	-3.30339412434847	NA	NA	-7.249670767033	-5.4142776096479	-8.18122175906292	-9.7155434988335	-5.28698517160591	-4.15562107369885	-5.54443851568155	-4.95344907777703	-5.40613758027715	-7.00526718548868	-7.57078644107369	NA	NA	NA	-8.07759959658148	NA	NA	-4.62057258378647	-8.09563933704714	-4.76738718449323	-3.1004769949521	-6.19678157539758	NA	NA	NA	-12.1046771832661	-6.16880446053566	-12.5941310752727	NA	-13.9095208861677	-9.68690446125326	-12.9579979592759	-7.29870786437784	-5.87320868596466	-7.4693486404242	-8.00686002694148	-12.1140430266621	-5.46309202659387	NA	NA	-8.68616549611639	NA	NA	NA	-11.0226738923736	NA	-7.33184248986469	-9.45488721254301	NA	NA	-10.6410083802958	-15.043516030462	NA	NA	-7.51818949253348	NA	NA	-14.0769390319994	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.75121196226323	NA	NA	NA	-3.75849552044277	-8.44417097727064	-13.5032918445061	-12.2143016744406	NA	NA	NA	-10.3287461824099	NA	-10.4419011608161	NA	NA	NA	NA	NA	-5.85734507303481	NA	NA	NA	NA	NA	-11.5285987443232	-13.1715520269813	-12.5820834475082	-12.5671640276725	NA	NA	NA	-8.98856484920499	NA	-11.3987790744566	-9.55007305260557	NA	NA	NA	NA	NA	NA	-8.3685017330341	-8.1117860645284	NA	-10.542879375549	-9.67232963416168	NA	NA	NA	-9.1331422124006	NA	NA	-7.82534567186368	NA	NA	NA	-8.12101673798085	-14.4009819990577	NA	NA	-14.7731582838223	-10.1685464112256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSM9VZL9	-4.11180562235351	-2.30069611956637	-4.56348215601562	NA	-5.93167432886557	-3.19708806665217	NA	NA	-5.5068798540848	-5.39919589817819	-9.0970584698657	-10.5645274075684	-5.60172195304961	-3.61070931678775	-6.77414153827158	-4.54322710765262	-5.73539149214254	-8.24372323049631	-7.4955285619301	NA	-13.2566869491331	NA	-6.24906156331075	NA	NA	-6.10824096261067	-7.31230006274991	-4.51612379260507	-5.09153255293971	-6.12382306394425	NA	NA	NA	-13.0662138616714	-5.96157364989086	-14.1649593421088	NA	-15.8832839385622	-8.3401998514818	-9.43029144661047	-6.86106610162835	-5.36011274766888	-8.04233594098846	-8.47045664897555	-10.6783163224447	-4.38613674093378	-8.85112649172263	NA	-8.04365453903905	NA	NA	NA	-9.16495934210879	NA	-10.7767386815626	-8.88564670139411	NA	-12.5662380650546	-6.27107541441488	-10.6152319868214	NA	NA	-8.55436647014328	-10.255503603852	NA	-15.2598472900264	NA	NA	NA	-8.08645506125683	NA	NA	NA	NA	NA	-8.13754148846119	NA	NA	NA	-5.46081424922748	-8.70647061742095	-11.3853781721103	-10.8291746643705	NA	-12.5497054839359	NA	-7.09467581855471	-17.6008842078618	-12.1356352626289	-10.4527183717353	NA	NA	NA	NA	-5.59533762743247	NA	NA	NA	NA	-13.5381484525135	-12.937919195139	-10.2248794402183	-14.5304948799701	NA	NA	NA	NA	-9.10201284539081	NA	-12.2433322032434	NA	NA	NA	NA	NA	-14.0428887547406	NA	-9.64010995508923	-9.57322390186452	NA	-12.5162529573943	-8.10152550079945	NA	NA	NA	-8.86084114333258	NA	NA	-7.13506841952417	NA	-11.7329877438688	NA	-9.97574362664415	-11.0360995890779	NA	NA	-14.937919195139	-11.7057970588668	NA	NA	-13.5021502542761	-14.2886062830078	NA	NA	NA	NA	NA	NA	NA	NA	NA
