feature	Phocaeicola_vulgatus	Faecalibacterium_prausnitzii	Bacteroides_uniformis	Prevotella_copri_clade_A	Bacteroides_stercoris	Phocaeicola_dorei	Bacteroides_ovatus	Bacteroides_fragilis	Eubacterium_rectale	Alistipes_putredinis	Bacteroides_caccae	Parabacteroides_distasonis	Bacteroides_xylanisolvens	Roseburia_faecis	Bacteroides_thetaiotaomicron	Roseburia_intestinalis	Phocaeicola_massiliensis	Alistipes_onderdonkii	Parabacteroides_merdae	Akkermansia_muciniphila	Escherichia_coli	Bacteroides_eggerthii	Sutterella_wadsworthensis	Dialister_invisus	Bacteroides_faecis	Bacteroides_cellulosilyticus	Lachnospira_eligens	Faecalibacterium_SGB15346	Eubacterium_siraeum	Barnesiella_intestinihominis	Alistipes_finegoldii	Phascolarctobacterium_faecium	Prevotella_sp_885	Flavonifractor_plautii	Lachnospira_pectinoschiza	Veillonella_parvula	Enterocloster_bolteae	Dysosmobacter_welbionis	Candidatus_Cibionibacter_quicibialis	Firmicutes_bacterium_AF16_15	Ruminococcus_bicirculans	Clostridium_sp_AF34_10BH	Odoribacter_splanchnicus	Alistipes_shahii	Ruminococcus_bromii	Bacteroides_finegoldii	Anaerostipes_hadrus	Prevotella_copri_clade_B	Roseburia_inulinivorans	Prevotella_marseillensis	Bacteroides_caecigallinarum	Phocaeicola_coprocola	Fusicatenibacter_saccharivorans	Ruminococcus_gnavus	Dysosmobacter_sp_BX15	Faecalibacterium_SGB15315	Alistipes_SGB2313	Ruminococcus_torques	Waltera_intestinalis	Blautia_wexlerae	Phocaeicola_plebeius	Ruminococcus_sp_BSD2780120874_150323_B10	Oscillibacter_sp_ER4	Parasutterella_excrementihominis	Acidaminococcus_intestini	Veillonella_dispar	Klebsiella_pneumoniae	GGB3746_SGB5089	GGB1266_SGB1699	Dorea_longicatena	GGB1543_SGB2126	Coprococcus_eutactus	Paraprevotella_clara	Prevotella_copri_clade_E	GGB3278_SGB4328	Roseburia_hominis	Prevotella_copri_clade_C	GGB1680_SGB2312	Bacteroides_ilei	GGB3277_SGB4327	Clostridium_sp_AF36_4	Clostridium_fessum	Lacrimispora_amygdalina	Akkermansia_sp_KLE1798	Bifidobacterium_longum	Clostridiales_bacterium	Clostridiaceae_bacterium	Clostridium_sp_AM22_11AC	GGB9708_SGB15234	Bifidobacterium_adolescentis	Alistipes_dispar	Enterocloster_clostridioformis	Eisenbergiella_massiliensis	Eubacterium_ventriosum	Lachnospira_sp_NSJ_43	Prevotella_stercorea	GGB9342_SGB14306	Hungatella_hathewayi	GGB781_SGB1024	Blautia_obeum	Haemophilus_parainfluenzae	Blautia_faecis	Bilophila_wadsworthia	Clostridium_leptum	Parasutterella_SGB9260	Clostridium_symbiosum	Ruthenibacterium_lactatiformans	Clostridium_sp_AF20_17LB	GGB9713_SGB15249	GGB51647_SGB4348	Roseburia_sp_AF02_12	GGB1549_SGB2133	Clostridium_sp_AT4	GGB6601_SGB9333	GGB4237_SGB5728	Phocaeicola_sartorii	Proteus_mirabilis	Clostridium_sp_1001270H_150608_G6	Alistipes_communis	Dysgonomonas_mossii	GGB33469_SGB15236	Vescimonas_coprocola	Rikenellaceae_bacterium	Prevotella_SGB48271	Bacteroides_salyersiae	Ruminococcus_lactaris	GGB3304_SGB4367	Bacteroides_intestinalis	Phascolarctobacterium_succinatutens	Bacteroides_mediterraneensis	Collinsella_aerofaciens	GGB33512_SGB15201	GGB3175_SGB4191	Clostridium_sp_AM49_4BH	Lactobacillus_acidophilus	GGB16040_SGB9347	Collinsella_SGB14861	Veillonella_rogosae	Butyrivibrio_crossotus	GGB9453_SGB14844	Lacrimispora_celerecrescens	Coprococcus_comes	Tyzzerella_nexilis	Oscillospiraceae_bacterium	Clostridiaceae_bacterium_Marseille_Q4149	GGB3267_SGB4317	GGB9480_SGB14874	GGB3478_SGB14857	Gemmiger_formicilis	GGB58485_SGB80143	GGB28645_SGB41268
CSM5MCTZ_P	-2.00393858856655	-2.97063444888517	-4.53896309636047	NA	-3.7536170481368	-8.19323066403328	-5.53404048243787	-7.68353110763826	-6.24561609445013	-4.44611501680493	-5.07130628861551	-10.130559805788	-8.63799090937374	NA	-8.72478431762014	NA	NA	-8.91929980454696	-7.67821972137856	NA	NA	-9.06544676740388	-6.79483057690192	-13.8163774895643	-8.81282060330159	-10.6952227448986	-6.31855583588589	-7.60028787523087	NA	-5.07452532226617	NA	NA	NA	-11.0572753797528	NA	NA	-14.4823765623763	-9.78445450803641	-10.3912973757177	NA	-8.25741019737603	-9.96619327889545	-8.33344245784997	-7.74004691354366	NA	NA	-5.18074624033396	NA	-6.67128235326285	NA	NA	NA	-12.5839747023841	NA	-6.67852958965415	-6.37019077676086	NA	-8.67090553184647	-17.3606980057882	-13.2322234478392	-3.49672244405314	-9.06932413382778	-6.929507691365	-8.87482924415551	NA	NA	NA	NA	NA	-8.321026296672	NA	NA	-4.32021688911713	NA	NA	-16.2782358455961	NA	NA	NA	NA	NA	-9.46730724065866	-9.51865584494028	NA	-12.435070847598	-9.51176828520129	-8.8239746374038	-10.8251939022479	NA	-13.9997003462221	NA	NA	-13.4651672723441	NA	-15.4939645366516	NA	NA	-11.066978434414	NA	-10.4876761660815	-10.8118383299491	-10.1839137471903	-10.2751083892643	NA	NA	NA	-11.5071132406978	-8.82702473376375	NA	NA	NA	NA	-11.8109322093032	-4.16340601614941	NA	-16.640805924981	NA	NA	-10.9190557005943	NA	NA	-14.0615797938088	NA	NA	-7.00403027642958	-8.09391146509315	NA	NA	NA	NA	-11.4495704172931	NA	NA	NA	NA	-12.3387654605381	NA	NA	NA	NA	-13.4332105055724	-10.7532226319568	NA	NA	-11.9616609852029	NA	-11.731627152777	NA	NA	NA	NA
CSM5MCU4_P	-12.5129223111151	NA	-14.9270103565651	NA	NA	-0.587624257681666	NA	NA	NA	NA	NA	NA	NA	-8.46092136973186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.54670499800464	NA	NA	NA	NA	-6.18392393820571	NA	-5.04962127128973	NA	NA	-5.18362271165217	-7.88787966050085	-7.19527450793446	NA	-6.06472646411925	NA	-5.579299636949	NA	NA	NA	NA	NA	-9.1270868846572	NA	NA	NA	NA	-8.97714781751979	NA	NA	NA	-11.2992397061222	NA	-10.639921761075	NA	NA	NA	-6.3554772421146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.55924693436236	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.73033705629718	-8.24080473842642	NA	NA	NA	-2.66740335452883	NA	NA	NA	NA	NA	NA	-13.7712156839577	NA	-10.8010576954866	NA	-10.2026281476698	NA	NA	NA	-7.58164012855882	-10.7743430170277	NA	NA	NA	NA	NA	NA	NA	NA	-12.494050949289	NA	NA	NA	NA	NA	-10.9009869000505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.01279834246384	NA	NA	NA	NA	NA	NA	NA	NA	-12.6244475865447	NA	NA
CSM5MCU8_P	-2.56393232634259	-5.88787087687486	-2.92155004648572	NA	-3.50521340381011	-14.9023892315394	-5.98436928812087	-8.95880882660166	-6.6144048543246	-9.09408046148608	-5.8198459034815	-7.60236414098278	-10.4649839192321	-14.3093534302825	NA	NA	NA	-12.235594391665	-6.09447059580837	-3.36455967948105	NA	-14.3029271611231	-14.2901598650492	-11.5833786200343	-10.5727099022056	-8.77407805366172	-8.6398356017543	NA	-9.3812581017371	NA	-6.18309837181632	-3.14921891979633	NA	-5.02289880451247	-11.7105033469213	NA	-7.6632769419103	-4.95200761823393	-11.4236570569431	NA	NA	NA	NA	NA	NA	-8.61991697660614	-6.25310280801867	NA	-11.573193136188	NA	NA	NA	-10.2380826225348	-9.03514169704336	NA	NA	NA	-8.26101252634554	NA	-7.08604121609318	NA	NA	NA	-4.3173065618359	NA	NA	NA	NA	NA	-9.81592682277115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.88410005487132	NA	NA	-8.69208276322087	-5.32873566931069	-6.24795812700392	-8.17786389487395	NA	-14.1480415591449	NA	-9.56632228580883	-6.98804940375487	NA	NA	NA	NA	-14.3353486388155	NA	NA	NA	-16.9874253353953	-5.00035931405978	-8.70672083665532	-15.4232213948409	-13.2310119790007	-7.64910280225712	-15.8783036130151	NA	NA	NA	NA	-4.9190165098661	NA	NA	-17.9874253353956	NA	NA	-16.0398927552893	NA	NA	NA	NA	NA	NA	-9.82266203906863	NA	NA	NA	NA	-8.11323436123132	NA	NA	NA	NA	-7.10412745810428	NA	NA	NA	NA	-7.91401056519329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CSM5MCUA_P	-1.9584123896002	-9.76628642887679	-2.23363096620129	NA	-2.12374817846081	-13.6564411179051	-4.66501585914682	NA	-5.5946267081612	NA	-5.1217825553918	-6.48239896052855	-13.6526644271596	NA	NA	NA	NA	NA	-5.3503644931734	-6.37768416791794	NA	-12.6793112672253	NA	NA	-7.33848921765469	-12.5542607230986	-13.9304841697571	NA	NA	NA	-5.38691916766535	-4.74408538949402	NA	-6.29758688064829	-9.94095359668347	NA	-10.3862943087625	-5.85724650639944	NA	NA	NA	NA	NA	NA	NA	-5.89540407077554	-12.503209515197	NA	-12.5684222605223	NA	NA	NA	-9.54821812756513	-11.4720921815178	NA	NA	NA	-12.1385628003516	NA	-9.87195634516773	NA	NA	NA	-6.45951113626016	NA	NA	NA	NA	NA	-12.4078171549954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5308905399224	NA	NA	-13.4149967414842	-6.97595600613962	-9.14659089776594	-9.32781618199723	NA	NA	NA	NA	-11.5949027075959	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.26099822753103	-12.6145128994454	NA	NA	-10.0945088613876	NA	NA	NA	NA	NA	-8.52165821037896	NA	NA	-15.9840528512961	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.079061788603	NA	NA	NA	NA	-11.4420392363487	NA	NA	NA	NA	-7.11829923457541	NA	NA	NA	NA	-9.80100519215154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CSM5MCUC_P	-3.09218173474193	-7.35701942296392	-1.72512803159387	NA	-2.01533838688699	-15.6934289557353	-5.02624990584559	-13.6320284110711	-5.63479011304151	-13.152248147042	-5.37858099169077	-7.81008838259743	-14.233997337098	NA	NA	NA	NA	-15.2454473578415	-5.43906141752429	-5.33996445963485	NA	-12.8463035049851	NA	NA	-8.22153289250378	-7.23845919208291	-13.5010289215372	-13.6547484875712	NA	NA	-4.23253629260644	-5.99301750974831	NA	-5.44922672764435	-7.90549091834606	NA	-7.93923131266904	-5.25637802780974	NA	NA	NA	NA	NA	NA	NA	-8.75346653852111	-11.7351914801265	NA	-9.95533669611479	NA	NA	NA	-9.10504020563913	-9.30944298774553	NA	NA	NA	-10.8726950038765	NA	-11.6919595666683	NA	NA	NA	-6.44139349025151	NA	NA	NA	NA	NA	-14.2254690657166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.8703386776866	NA	NA	-9.5512108834628	-6.84006854241343	-8.31560544556754	-9.97634862607304	NA	-16.4225750454422	NA	-11.1794439578301	-8.87888131860662	NA	NA	NA	NA	NA	NA	NA	NA	-16.4755239253913	-7.84252872824818	-7.21934831115429	NA	NA	-9.1097738362009	NA	NA	NA	NA	NA	-8.39208187908815	NA	NA	-17.3841008976276	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6414516649578	NA	NA	NA	NA	-12.4471530681629	NA	NA	NA	NA	-6.84884257665966	NA	NA	NA	NA	-11.1811608389573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CSM5MCUE_P	-2.29108226896016	-7.99501769602574	-2.16708510676647	NA	-3.46313735833476	-14.6040140368406	-4.84266900257903	NA	-7.15620888503187	-10.4280145209886	-5.18732071439346	-8.12943013102383	-11.9322333787441	-7.65208752899481	-13.5590666307867	-14.3686359739097	-9.97071527226049	NA	-6.74872762170322	-2.61097534401796	NA	-14.1185872096704	NA	-9.6567858548878	-8.47274965373965	-12.1812360059128	-10.0254574237683	-14.2901436655904	NA	-12.1596019354283	-6.14359702387091	-3.41167127598647	NA	-6.84883910649343	-11.6499355503781	NA	-10.3247120175148	-7.16567485722583	-11.8213931391377	-11.9425876938184	-8.8156322838154	-9.88987287702047	-13.1462435525733	-11.3787547289227	NA	-6.07836933915365	-8.9116037899296	NA	-9.40377034238138	NA	NA	NA	-7.88969895147072	-10.6456999396476	NA	NA	NA	-12.2510124207987	NA	-10.6598672715742	NA	NA	-14.0398983210251	-6.0162863590878	NA	NA	NA	-10.9140072218829	NA	-10.544317045119	NA	NA	NA	NA	NA	NA	NA	NA	-11.0771211358859	NA	-11.0331207533819	-10.3484176944911	NA	NA	-10.7398749194658	-6.73335278594893	-8.86033001169932	-7.5256301165036	NA	NA	NA	-15.2467293052108	-8.6639662617035	-12.1218519656255	NA	NA	NA	NA	NA	NA	NA	-14.4063556398589	-7.94446516898517	-10.6971234412321	-10.6684349347403	NA	-9.84777443050988	NA	NA	NA	NA	NA	-7.44240694262467	-11.3405992236109	NA	-15.667480455684	NA	NA	NA	NA	NA	NA	-19.1422600386548	NA	NA	-11.5314523022131	NA	NA	NA	NA	-9.74956380662061	NA	-14.7992703282396	-11.510334058963	NA	-6.29685070340567	NA	NA	NA	NA	-10.5388518706128	-13.3842328289607	NA	NA	NA	NA	-13.6021889954323	NA	-14.4063556398589	NA	NA
CSM5MCUG_P	-1.43192766189757	-3.94826108250522	-5.68850255125172	NA	-3.55447359965906	-14.7347534915271	-5.35909002808408	-6.36743008440358	-5.39621562610522	-4.45550170321296	-5.46731984200801	-12.9447397690785	-12.0974172554497	NA	-11.8529109264722	-16.2381284577521	NA	-6.66054389838608	-9.29730782467812	NA	NA	-15.4981912970545	-6.40889612946033	NA	-10.4358286272244	-11.3729851321079	-7.6030742194216	-6.21119153547005	NA	-5.11420706763378	NA	NA	NA	-11.6927459650055	NA	-13.2307109861895	NA	-9.33657727407862	-11.2700852245236	NA	-8.67533528145666	-5.38408748985307	-8.37260243745756	-9.3965235843106	NA	NA	-9.53911955896933	NA	-7.81242587908417	NA	NA	NA	-10.2036839988011	NA	-5.43585361407671	-4.17335791895578	NA	-8.71529417595409	-14.0051512857744	-17.2834524482617	-7.49655722410267	NA	-7.41308772867804	-9.79057652662066	NA	-10.9835624657675	NA	NA	NA	-9.37387848127053	NA	NA	-4.74979135709776	NA	NA	-10.9788948045131	NA	NA	NA	NA	NA	-9.09005815963713	-11.0411905046719	NA	-13.2399887997775	-10.9255261551367	-13.1324089125777	-13.5689146207897	NA	-14.245584262671	NA	NA	NA	NA	-8.21467417027603	NA	NA	NA	NA	-9.32826629561214	-9.10651012347713	-11.4154508660465	-11.9715350877129	NA	NA	NA	-14.3909580737295	-9.59829361638216	NA	NA	NA	NA	-14.238128457752	-4.80112184371366	NA	-15.2911468400515	NA	NA	-9.7313147978999	NA	NA	-11.9546343135507	NA	NA	-5.29229248221462	-9.36091548935596	NA	NA	NA	NA	-12.3643355503197	NA	NA	NA	NA	-6.83656713014749	NA	-12.3332223123062	NA	NA	-12.8422741490613	-11.3597772683574	NA	NA	-13.6432844455168	NA	-13.9800603048115	NA	NA	NA	NA
CSM5MCUK_P	-1.98661464571927	-3.77166038623417	-6.51134037562121	NA	-5.37078626412463	-16.6144682311488	-6.03637172855584	-7.14078722694816	-5.16285503039487	-3.53447336486997	-7.24511027672997	-13.2509210470596	-10.9897396312085	NA	-11.647839689148	NA	NA	-6.93926418742644	-9.41180683489523	NA	NA	NA	-6.79127577495414	NA	-9.23551260088825	-11.4222355678189	-5.0133995557758	-6.72301792345553	NA	-3.93561853655953	NA	NA	NA	-11.7902467969579	-14.6188734102687	NA	-11.9976056459612	-9.12613820138269	-10.8579525886015	NA	-7.29446574724147	-4.91094443089293	-7.73727763517103	-6.81479174016925	NA	NA	-9.02776572286731	NA	-11.1886126935932	NA	NA	NA	-10.165067907556	NA	-6.20154990571998	-4.97181112001948	NA	-10.0436869281816	-10.4198314762096	-15.2715805176257	-8.26352904960223	NA	-6.98577819844906	-9.20269891322725	NA	NA	NA	-9.28924505669973	NA	-11.386118786076	NA	NA	-4.69206965892935	NA	NA	-7.97404692633919	NA	NA	NA	NA	NA	-9.22340805902977	-10.9720202357668	NA	NA	-9.80695622976803	-10.7069912933086	-10.951387474109	NA	-11.9032419577813	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.89570566148216	-16.8020952343246	-12.1518412733516	-10.9015638198221	NA	NA	NA	-11.40882396355	-9.14567037104666	NA	NA	NA	NA	-15.9496524227384	-2.9667781088912	NA	-15.9276261164084	NA	NA	-7.7397117424481	NA	NA	-11.4922399717377	NA	NA	-6.05138824809948	-10.860884565532	NA	NA	NA	NA	-11.4391773248055	NA	NA	NA	NA	-4.44744408818353	-13.9861782987634	-18.5797028129883	NA	NA	-11.5311510681559	-12.4183909418504	NA	NA	-11.3833056001845	NA	-10.7453070111478	NA	NA	NA	NA
CSM5MCUO	-1.67729933051675	-3.54194114353665	-4.73394556880424	NA	-4.42914026438631	NA	-5.81892056489703	-7.93722152324908	-5.74869858905743	-5.16479108232461	-6.19980453046744	NA	NA	NA	-11.571681865209	-5.13223338039294	NA	-8.08097133313858	-9.68111510629492	NA	-10.5774037567728	NA	-9.67329560183562	NA	-9.52670579516901	-13.0636647528249	-3.91501321244451	-6.44193911022148	NA	-6.57132499936765	NA	NA	NA	-12.6315709193206	-5.15397811792191	NA	NA	-10.1688960732982	-11.3740486806317	NA	-2.8433696587128	-14.7359075791353	-9.23395485487418	-9.54608302025528	NA	NA	-6.12784953830807	NA	-7.93680355672506	NA	NA	NA	-9.23601026915672	NA	-7.84300738285916	-6.23130000026599	NA	-10.4644144295067	-11.5454456466903	-16.764104470966	-5.75546392024935	NA	-7.0629120245004	-6.80419783737405	NA	NA	NA	NA	NA	-7.40881133854367	NA	NA	-5.85613660661006	NA	NA	NA	NA	NA	NA	NA	NA	-7.31693965897088	-8.67566490301974	NA	-14.0607472694426	-11.6380793290393	-8.35053221113747	-9.88468244335041	NA	-14.893090911686	NA	NA	NA	NA	-10.2390988917042	NA	NA	NA	NA	-10.9567495489083	NA	-11.3409332586611	-10.8111333793711	NA	NA	NA	NA	-7.53861160617685	NA	NA	NA	NA	-11.7429053052601	-6.7661079567504	NA	NA	NA	NA	-9.35605412192259	NA	NA	-11.5941794695236	NA	NA	-7.17914197024479	-12.1571636011493	NA	NA	NA	NA	-14.7688580009366	NA	NA	NA	NA	-11.646803135158	-14.2111320844893	NA	NA	NA	-9.95471710662683	-10.4699674421261	NA	NA	NA	NA	NA	NA	-14.9192748434897	NA	NA
CSM5MCUQ_P	NA	-4.11116898225935	-4.42767903797425	NA	-3.84752581997965	-2.33687683028514	NA	-9.16485703024652	-9.48435277205319	-5.00551452986008	NA	-6.68853161174942	NA	NA	-5.89113422827003	-9.77636334424334	NA	-6.20169626739927	-4.4858538781298	-6.4483656990763	-8.13103181225302	-16.8985168971304	NA	NA	-4.04801363162411	NA	-8.19412612422093	-6.22042514874733	-6.82345210952002	NA	NA	-6.45503339675812	NA	-9.84338724903089	-9.29473385385372	NA	-8.80516443148291	-5.87328958471994	NA	-12.8098592773098	-7.49325555904233	-11.9936596986742	NA	NA	-7.75734520645219	NA	-14.5325641783509	NA	-9.46482861254547	NA	NA	NA	-9.70535598284332	-11.0893488605435	-9.7546486802272	NA	-2.23475601782391	-9.98503748433201	NA	-10.5154211056736	NA	NA	NA	-10.3421997492999	NA	NA	NA	NA	NA	-9.20032581468579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.09934930732273	NA	-9.79117087214383	NA	-18.2409090945777	-6.77621749224495	-8.15249941661849	-10.8652490157521	NA	NA	NA	-10.9614643310114	-14.053910579776	NA	-9.7120364271515	NA	NA	-9.49355526509923	NA	-13.1887292302522	NA	-10.7073012523832	-6.91239443998637	-9.70897071645479	-7.72246668976847	-13.913837696414	-7.31033014118826	NA	-5.23454544374903	NA	NA	NA	-9.95980701314867	NA	NA	-15.7536432677434	NA	NA	NA	NA	NA	-7.78543508737318	NA	NA	NA	-8.2342323792683	NA	-6.64262392043068	NA	NA	-10.6898875363067	-5.809887268612	NA	NA	NA	-5.56621238760098	NA	NA	NA	NA	NA	NA	NA	-10.1199307090497	-6.39708616244637	NA	-8.024249835322	NA	NA	NA	NA
CSM5MCUS_P	-12.5712309044972	-2.78445502685407	-4.5084373048427	NA	-3.87998127818833	-3.04621801525716	NA	-9.16968069202549	-3.77535410623629	-5.31013632764868	NA	-6.32524543414127	NA	NA	-5.28429308672373	-5.78205666949411	NA	-6.85438022220836	-4.00700226180661	-11.4650731331954	-4.94869250524639	-14.2202818409799	NA	NA	-3.41594386032942	NA	-7.32078263700598	-4.46520696018001	-9.5210658300063	NA	NA	-7.32534260495298	NA	-11.8618134142777	-8.08877021323598	NA	-11.3542480186657	-8.44118427121768	NA	-9.32296380212571	-8.85219096334821	-10.0196854036993	NA	NA	-8.73435172783516	NA	-12.6449889142648	NA	-6.23500456292561	NA	NA	NA	-11.0970416212899	NA	-10.2858995989059	-17.7908604235386	-2.98753770587831	-11.453132343438	NA	-11.9293303613298	NA	NA	NA	-10.1803628307101	NA	NA	NA	NA	NA	-9.20223501118764	NA	NA	NA	NA	NA	-12.3447617705198	NA	NA	NA	NA	-8.63435593785844	NA	-7.87458994999384	NA	NA	-8.66139340110366	-9.45419447632914	-7.69725422224632	NA	NA	NA	NA	NA	NA	-9.57827718917124	NA	NA	NA	NA	-11.1856454987908	NA	-9.51750883295762	-8.63664506989133	-15.7319667344849	-8.10340141956724	NA	-12.8623772974356	NA	-7.81856437921048	NA	NA	NA	-8.74679162382888	NA	NA	-16.0746533895391	NA	NA	NA	NA	NA	-11.0223609966436	NA	NA	NA	-7.17676410060656	NA	-7.26937682487902	NA	NA	-11.8573102657418	-12.4888199590957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.2242626902258	-9.87526554382424	NA	-8.48550435445304	NA	NA	NA	NA
CSM5MCUW_P	-11.6108874255485	-4.1157551345067	-4.12697626979412	NA	-3.75969487289317	-2.08699236697004	NA	-10.9579917872867	-8.96290161572021	-5.36208654202294	NA	-5.95386912633144	NA	NA	-5.85189552505228	-7.72668579138835	NA	-5.86414675886383	-3.91409132831506	-9.27039351132382	-4.9195970179028	-14.6080446757797	NA	NA	-3.69830511103513	-16.6271030115955	-8.34450744961346	-7.5017445030169	-11.0640487618839	NA	NA	-5.76256285660041	NA	-10.7258509541466	-8.56267554930007	NA	-8.25841080931158	-6.67780402713707	NA	-11.8518955250523	-10.7163805543958	-8.269738187651	NA	NA	-9.23013393648039	NA	-13.6464164866522	NA	-6.56755718762247	NA	NA	NA	-13.1732632412024	NA	-13.3097866256138	NA	-3.07223228352275	-9.05619767128784	NA	-13.940900531111	NA	NA	NA	-8.37312983331545	NA	NA	NA	NA	NA	-12.0895954482822	NA	NA	NA	NA	NA	-9.53007953203691	NA	NA	NA	NA	-10.251324115834	NA	-8.84616193570216	NA	-19.1816918632735	-7.66833436310458	-9.3097866256138	-6.93393120075214	NA	NA	NA	-11.1115709187962	-14.3743369412154	NA	-8.45191182031704	NA	NA	-16.1593240502445	NA	NA	NA	-11.1156026728152	-6.75221973640963	-11.0546648202684	-7.23595084915764	NA	-11.7392666699414	NA	-9.98293989807924	NA	NA	NA	-6.64248760507834	NA	NA	-14.6271030115954	NA	NA	NA	NA	NA	-10.318860816375	NA	NA	NA	-10.3244883917648	NA	-5.83753468270386	NA	NA	-13.2643197837961	-15.2450539242705	NA	NA	NA	-4.04647608330778	NA	NA	NA	NA	NA	NA	NA	-14.4743327311921	-12.1537858667031	NA	-11.3221570768903	NA	NA	NA	NA
CSM5MCUY_P	-11.5059752526749	-5.67185186267745	-3.47345014208279	NA	-3.76385110305135	-2.10739307399567	NA	-9.95166700999608	-7.52848602149538	-5.21413464186893	NA	-5.8462586741778	NA	NA	-4.46186089190251	-6.12661008620501	NA	-6.74687720798363	-4.35613836298861	-11.3554234964459	-4.73293953889102	-14.1863347761887	NA	NA	-4.20567916580587	-15.0315166671366	-9.22841655109465	-8.02528164508301	-15.7106013452223	NA	NA	-6.80925984381146	NA	-11.5519774750507	-8.22800863241745	NA	-10.7245995545838	-7.54705060058138	NA	-12.2541200242203	-9.21712815322441	-10.8337395450543	NA	NA	-9.10468490848864	NA	-14.6433029559334	NA	-7.13789047527019	NA	NA	NA	-12.0557642133832	NA	-10.9805415267915	NA	-2.71581391759543	-10.5000531210442	NA	-13.1378479021963	NA	NA	NA	-9.80452148020033	NA	NA	NA	NA	NA	-10.9506196814268	NA	NA	NA	NA	NA	-12.6023118359311	NA	NA	NA	NA	-9.55663664941058	NA	-8.37616483852399	NA	-15.6549533156724	-7.86556947732328	-8.67408813335947	-8.33761404250112	NA	NA	NA	-14.7642700100158	NA	NA	-8.34059972311396	NA	NA	-15.3283537810611	NA	-18.3789798541315	NA	-11.8194661900216	-7.94330959319449	-17.120245585731	-7.83201651243476	NA	-11.8042511860467	NA	-7.82689404494614	NA	NA	NA	-8.36028289660664	NA	NA	-15.353444762024	NA	NA	NA	NA	NA	-12.3838184110674	NA	NA	NA	-10.820285825518	NA	-6.06613740635159	NA	NA	-11.8337395450543	-12.4206342885376	NA	NA	NA	-3.65003632934194	NA	NA	NA	NA	NA	NA	NA	-15.4115477165875	-8.82830177014741	NA	-10.481566536826	NA	NA	NA	NA
CSM5MCVD_P	-0.713967409586646	-6.88287736010965	-2.66210655748359	-5.63435083765075	-5.52194220690762	-12.680082799689	-11.4287055751215	-5.50236861193343	NA	-9.56806561056871	-5.75328158275479	-8.04152655138586	NA	-7.40914589673052	-4.72262531471452	NA	NA	NA	-10.8743152391769	-6.97948776934617	NA	-16.785833569438	-9.54696845674129	-5.78850102733269	-15.5986305765639	NA	NA	NA	NA	NA	-8.86840756583559	-13.2982356432261	NA	-8.1002614989461	NA	NA	-7.62265375014044	-8.08974587583655	NA	-8.9588257226523	-11.650108832867	-11.0076376620954	NA	-11.930252067655	NA	-9.32176765320795	-9.18144780545338	NA	-10.5702859508698	NA	NA	NA	-8.25379456648837	-11.0213216483861	NA	NA	NA	-8.75666278073365	NA	-10.7288531539724	NA	NA	NA	NA	NA	NA	NA	-11.5952948640005	NA	-8.98711779868011	NA	NA	NA	NA	NA	-8.62141123613822	NA	NA	NA	NA	NA	-6.7323656084587	NA	NA	NA	-7.92280419293531	-10.1428467349416	-17.2066766903981	NA	NA	NA	-8.07432207713131	-11.0664653677037	NA	NA	NA	NA	-18.9909479993429	NA	-9.24602075026985	NA	-12.8423301910821	-12.7567958645436	-15.230135663222	NA	-12.1864584109793	-10.0714225196689	NA	NA	NA	NA	NA	-8.64535794572756	NA	NA	-13.5443241570059	NA	-12.7945507865391	-14.4604332826438	NA	NA	NA	NA	NA	NA	-12.7945507865391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3968307834783	NA	NA	NA	NA	NA	-7.61114848648601	NA	-10.1334853067321	NA	NA
